SKU,precio,unidades
597960,63.95,23
901603,45.95,20
908707,48.95,24
591996,75,34
194173,74,89
2556214,175,18
298228,123,23
165493,179,17
52536,122.95,61
52535,311.95,50
52537,177.95,42
2940242,49.99,10
780206,59.95,21
897213,59.95,19
864697,69.95,164
544733,69.95,219
533372,59.95,202
751056,75,12
232794,32.95,35
904671,88.74,15
255410,89.95,31
200625,194.95,111
200279,121.95,55
293872,104.95,80
758626,154.95,19
2361932,205,13
51491,90.97,135
753444,233.5,41
52146,369.5,264
540750,106.2,64
55206,91,35
203400,38.95,81
528024,45.99,61
218735,155,103
51490,28.79,160
55526,21.24,97
55525,16.99,84
487306,89.55,35
52145,15.53,209
204063,54.95,62
528023,98.99,39
533913,24.57,29
3272188,127.29,44
616739,90.95,53
417298,253,27
416635,244.5,142
3464206,54,24
614463,78.29,77
516489,186.67,119
613053,179,141
617669,38.95,54
606760,88,28
555357,79.95,34
264740,69.99,30
836161,205,10
629063,33.33,24
561922,325.95,40
436096,299.95,29
593633,68,184
1453342,175.2,28
533664,284.95,83
537935,200,92
244340,76.67,94
119542,244.8,142
53351,257.6,72
50288,28.99,47
533739,274.95,61
53354,193.33,39
618113,0,32
50452,313.95,104
544214,284.95,95
50451,313.95,56
528021,64.66,76
285384,43.99,61
110999,23.78,68
550098,83.59,40
50048,39.84,197
162112,23.99,90
52517,344.95,55
621898,164.07,43
52516,172.95,42
52996,34.91,283
618941,28.92,66
50150,168,167
877115,279.95,92
50289,71.09,37
51638,301.95,54
52227,33.94,72
52707,141.75,43
52708,43.99,120
61194,9.87,46
528019,313.95,40
60655,202.95,36
533914,313.95,47
52518,307.95,100
54694,307.95,80
57252,248.95,65
50623,264.95,55
50622,253.95,62
50624,231.95,33
50636,225,77
50637,195.2,67
52019,200,147
50152,220,116
148753,222.95,54
50287,36.9,31
51637,331.95,54
912616,57.99,28
125889,115,85
60656,134,53
630617,87.68,18
57594,105.92,23
296154,104.95,15
113640,125,32
763111,135,16
2143696,125,27
2878518,125,19
165676,72.62,31
110122,70.1,78
697946,52.5,17
109104,28.99,55
370411,70,51
1517937,449.95,12
146967,399,10
628717,107.95,28
645330,50.95,27
876172,124.95,191
257984,85.95,99
299279,54.95,38
60660,156.95,186
252014,149.95,61
609625,132.95,35
806948,78.95,20
807067,49.95,14
3026474,54.95,15
623619,126.95,37
637067,138.95,15
257980,56.95,23
904353,51.97,17
636788,41.89,15
894274,0,11
2225554,18.03,10
146249,203,92
315714,125,200
636489,145,35
913567,0,22
911253,0,14
2658058,77.61,19
571439,106.6,24
117347,118.67,40
116418,108,76
119086,171.4,88
3150997,89.95,16
178866,257.95,97
291661,287.95,114
3616298,0,26
822797,28.95,11
561234,115.53,39
609336,92.2,43
673155,15.99,83
630323,55,36
635301,84.95,23
876041,114.84,46
183678,134.95,41
617712,47.95,67
2560741,72.95,15
899496,88,17
713004,138,23
2558726,17.97,17
204386,108,27
649942,69,16
905316,89.95,28
146879,52.95,36
663602,155.75,65
51716,14.96,140
51717,17.86,110
533729,194.5,84
1827248,69.95,46
612722,69.95,145
632147,69.95,70
317650,160.2,59
539375,182.2,55
1522072,46,40
1765032,50.33,15
1449581,97.5,14
692368,212.95,29
761045,167,15
887566,65.95,12
911670,54.95,27
392803,34.99,57
603423,54.95,74
544736,69.95,325
1827280,69.95,109
864700,69.95,225
533756,64.95,310
527931,79.95,65
291708,79.95,43
874158,79.95,31
607571,80,50
869594,137.45,20
607589,99,47
622838,130.8,27
638669,75,21
1932390,29.99,22
3619407,70,28
1741353,65,21
900487,74.59,32
620754,81.95,43
868434,56.95,57
760287,80,19
902556,73.44,20
846200,72.76,22
639189,154.95,33
1593559,155,17
2698083,79.95,10
541210,99,23
289281,109,15
762237,125,15
649470,79.99,23
177037,402.95,42
763983,159.95,25
264874,89.95,14
264901,92.95,24
749500,55.95,20
141816,47.33,138
540425,47.99,165
141942,87.47,138
649703,76.75,30
131742,89.33,63
132097,117,28
874506,0,34
776041,29.5,13
910441,31.5,27
622096,90,48
615835,8.96,26
58508,98.64,62
599135,44,25
908601,40,20
548179,22,20
684271,16.8,18
614535,93,48
148655,326.95,53
178703,308.95,83
3015102,89.95,22
610210,96,40
392339,38.36,17
838314,350,19
109809,0,21
527917,89.63,70
2606662,29.95,18
174173,60,32
2606723,29.95,11
606713,135,31
175583,123,18
114811,150,54
607321,139,38
2471414,122.95,24
621782,125.95,25
738251,99,47
560315,169,36
624685,225,77
610126,190,51
919223,103.6,41
50953,190.67,72
50952,166.67,64
61026,84.95,80
249042,102,153
622760,188.95,29
797734,187.95,20
869969,70,18
60661,139,45
591736,82.25,18
183700,199.95,22
60662,150.95,30
179117,136.95,56
115866,140.2,32
2570941,295,24
757078,275,13
113822,100,39
114581,117.35,28
915796,99.95,38
180691,79.99,26
459140,75,18
2262689,0,43
642075,216,86
872028,30.5,14
193681,156,97
697802,52.97,10
609391,69.95,21
2415420,75,17
278573,53.95,25
127281,64.95,31
2618922,115.95,32
904456,86.67,20
2366330,75,26
116454,114.2,59
127361,49.95,56
125830,39.95,69
57501,203.95,36
57502,302.95,25
2836644,136.95,28
788175,340.95,23
607130,135.2,24
870433,28.69,20
60663,121.67,24
556646,56.8,35
182418,198.95,25
2502933,99,22
2387970,70,21
830364,59.95,25
2530125,33.95,38
527907,262.33,43
145827,200,27
145066,155.2,54
1547424,55.95,27
1553959,53.95,14
874669,39.99,36
287046,55.95,125
287127,69.95,66
142978,118,15
615453,295.4,81
314970,292.4,89
638353,48.95,23
879384,82,30
259365,56,51
177035,303.95,31
874116,84.1,15
542792,114.12,49
197653,96.55,17
901569,14,13
909635,31.96,25
492152,148.95,41
203562,157.95,47
120553,205.2,46
667518,22.3,18
918214,13.79,36
228873,44,80
3121653,58,20
630015,99.95,27
566863,53.98,49
57273,58.47,41
868140,110,32
286528,162.2,37
60664,148.95,36
177083,376.95,53
57272,57.47,53
266957,75,29
2388031,0,15
1623489,51.95,21
161670,187.95,46
497713,30.99,75
252715,93.5,91
871817,107,14
252559,18.97,60
252713,315.5,83
252714,50,148
704367,89.98,20
2795897,0,18
243985,195.95,42
169294,232.95,34
169874,214.95,39
193303,112,14
193593,143,13
250404,52.31,90
251819,52.83,74
207740,52.31,116
593210,49.71,22
250392,49.71,47
1878766,44.17,22
251813,48.76,24
669055,49,16
645968,48.86,18
135578,49.95,155
527903,49.95,76
635217,72,21
622564,56,53
586049,59.95,62
703536,0,29
2580269,55,24
118478,184,43
286461,232.4,100
1587871,73,13
904793,95,19
259369,90,44
2540970,72.95,15
771450,147.15,19
771745,4.9,18
182962,112.2,68
2531943,89.95,17
2647102,22.95,19
622597,140,18
201699,35.95,35
624120,290.99,26
625992,106.5,22
631315,240,17
2362068,125,31
697873,149.01,12
477616,181.95,87
420168,142,20
574407,110.49,84
50208,175.5,52
50209,23.84,48
778646,152.95,29
638103,75,26
128685,64.95,22
50193,165,185
294983,189.93,62
537993,0,55
419897,114,7
57973,56.95,36
57974,0,54
534837,238.25,67
910613,115,17
581134,126,35
647940,69.95,14
56136,109.95,45
56137,99.95,53
508241,239,18
289292,99,24
571450,72,18
755155,65,16
718145,94.95,16
2489896,38,13
269234,74.95,23
55874,23.35,48
467308,12.88,54
55875,9.6,82
225698,99.95,12
130092,123,43
616413,96,31
2650034,111.99,11
895487,52,21
3609872,107,22
3571464,34.95,34
789030,39.95,14
114012,44.2,38
858930,136.95,58
244240,189.95,79
53121,228.95,75
53120,208.95,77
50500,0,21
50498,112.75,95
645022,92,16
54039,96.2,83
54040,114.4,70
60667,31.88,46
569443,99.95,35
566500,60,59
106045,94,56
3468214,0,7
56923,152,113
56924,240,244
132712,86.2,78
616737,88.8,70
622949,142.8,67
537858,113,97
629097,134.4,51
613366,116.33,61
872116,59.95,24
147136,69.95,36
2145248,81.95,26
640411,46.95,42
540923,67.95,49
608014,66.95,51
527867,73.95,54
147342,46.95,80
147552,56.95,60
54322,42.95,387
536409,44.95,164
54321,39.95,236
620242,41.95,58
627886,42.95,41
655092,44.95,55
330011,43.95,27
616302,49.95,48
540946,43.95,18
147488,66.95,18
147489,67.95,19
60669,44.95,75
147628,53.95,70
147176,42.95,34
527860,83.95,33
147503,78.95,56
55871,64.95,288
2252731,35.65,46
55870,49.95,187
615766,41.95,88
743726,37.95,42
516539,42.95,52
527857,44.95,31
1518211,40.95,23
541011,46.95,64
534455,41.95,118
639292,102,17
533994,140,29
329995,66.95,42
147144,57.95,59
614354,74.95,74
615872,89.95,47
608031,49.95,33
57970,107.95,84
2261461,42.74,39
1517836,39.95,31
628845,76.95,25
622011,76.95,56
2486019,42.95,36
545063,62.95,64
561673,53.95,43
540944,69.95,83
147126,49.95,114
561684,65.95,102
826472,39.95,19
527851,36.95,43
147543,36.95,147
188002,299,12
169974,289.95,98
57433,289.95,72
872261,126.6,32
527848,59.95,39
368808,60.95,58
619795,148.2,63
569725,298.95,39
118574,108.6,29
113774,74,22
55864,60,99
57505,101.99,39
873448,65,39
407873,89,41
57504,82.95,85
390871,149.95,14
550202,164.25,46
276655,50,51
875155,60.79,41
293278,89,67
537984,69,58
624229,192.95,32
619423,89.95,143
2441268,34,29
549543,199,25
2649024,59.95,42
607700,81.6,42
132766,113.4,47
428384,100.4,72
789275,65,27
175897,157.99,16
173675,70.99,21
184594,59.95,38
620867,54.99,30
2679599,139,31
901560,62,16
912415,58,29
120348,59.2,52
552223,43.2,24
121276,133.33,36
117216,107.8,46
167267,9.97,73
60673,13.49,40
163972,8.26,34
61137,97.2,100
51987,134.6,144
255632,65.95,37
2253279,113.96,38
57218,76.8,41
57221,116,61
427365,99.95,62
60674,30.94,32
527829,80.15,39
566748,94.95,33
391334,34.93,33
1445336,96.95,16
295016,49.95,15
527827,94.95,26
106840,43.72,60
527825,33.95,16
267369,37,36
537412,285.6,76
120789,230.2,44
145265,93.33,64
50830,10.1,60
50828,88.74,44
608059,207.95,35
404645,391.95,33
389266,391.95,52
872087,11.11,44
615880,119.6,29
913386,55,29
873798,0,17
113765,120.4,31
256286,69.95,52
2607255,41.99,25
60676,195.95,69
561337,148.8,15
561333,134.8,48
252589,24.95,46
179214,292.95,36
183185,292.95,38
619207,42.99,43
569584,274.95,31
348457,286.95,36
764040,116.95,38
564055,109.16,26
2579615,120,17
176005,70,20
121738,153.33,48
2570853,172,20
182793,213.95,59
636536,171,36
869967,125.81,35
613084,73.95,93
301029,52.5,23
921626,52.5,46
644499,54.5,62
276605,52.5,83
276606,52.5,83
276609,52.5,43
276611,54.5,79
276607,52.5,57
276612,54.5,52
658479,429,15
774491,427,11
627202,60,21
192440,79.95,56
159425,74.95,18
159578,65.95,23
629622,47.95,20
622704,59.95,21
743286,99,17
789473,143,36
743758,105,25
743396,49.95,23
653629,129,16
205572,62,32
900035,42.46,15
2258443,37.89,41
2252255,46.97,41
878929,53.8,36
537631,17.96,145
705775,4.78,15
55740,74.49,266
52484,20.99,204
52483,172.9,159
248103,94,63
495227,79.95,80
615869,116.2,45
60679,111.8,36
131985,147.2,22
158164,57.95,26
157986,44.95,21
621419,81.54,33
126851,79.95,31
177404,76.95,18
178019,185.95,35
169846,181.95,68
56399,118,92
169786,210.95,48
56397,131.8,72
60678,226.95,38
622377,78.95,33
537972,70.95,28
527809,207.95,22
922636,137.95,110
108742,98.31,49
109345,83.44,66
108743,0,20
111038,110.06,26
177949,128.95,36
533332,196.95,76
170221,85.95,60
56952,217.95,54
286936,82.95,37
127294,69.95,23
127292,77.95,24
169776,203.95,50
177771,147.95,40
627505,54.95,34
637942,166.75,22
52966,7.98,79
52967,38.99,101
3472012,62,14
2529453,47.95,19
908307,45,21
602463,118.25,13
127470,72.95,40
2616681,23.94,17
626308,23.89,68
56693,159.75,87
620772,45.09,26
919508,23.99,30
915487,29.95,36
2560154,210,31
561460,93.8,71
719564,115,13
252728,182.75,89
911275,79,16
1626430,109.95,27
608863,54.99,32
608872,54.99,30
200400,75.95,25
774786,173,19
866616,254.95,45
185087,144.95,104
643432,328.95,20
628769,311.95,47
806986,75.95,20
253831,70.95,23
293893,288.95,33
200038,211.95,34
200249,149.95,56
533335,40.99,50
56931,39.99,53
296258,89.95,23
280142,170,14
897893,105,20
273913,104,19
901036,98.95,23
410367,115.95,38
914890,90,28
2444518,48.75,25
203910,72.99,33
893585,32.2,14
661429,42.4,15
627487,55.95,24
900623,55.95,14
904231,55.95,18
905679,55.95,21
646472,55.95,22
1900749,55.95,13
905493,55.95,21
230950,89.5,118
230956,165.5,77
106269,99,73
207219,165,55
207194,65,29
207208,65,57
200060,66.95,34
1756688,154.75,23
1756689,154.75,37
133263,84.6,47
141259,89.95,24
178053,193.95,30
225224,154.95,26
2047439,75,12
114162,74.2,41
555092,27.95,113
127398,49.95,34
54850,33.74,55
54848,43.99,62
54849,56.48,85
55763,119.2,80
544325,247.95,83
52762,262.95,46
52765,272.95,70
55762,93.8,40
3483625,75,43
3083811,209,8
137468,98.2,26
57070,132.67,52
57072,67.6,37
3291376,63.7,19
57069,101,32
868157,108.33,14
193379,135,20
193642,142,31
55461,41,53
875696,17.55,59
55462,51.2,81
2851708,220,12
2238266,32.83,11
1539881,34.95,13
178881,300.95,52
169208,323.95,49
877472,0,27
300115,250,24
663167,115,22
2039336,64,33
1683271,81.99,17
614699,109.95,56
678915,29.99,27
206809,39.99,23
631502,49.99,27
632161,52.99,24
664333,40,28
2098022,40,44
3072474,35.95,40
264289,42.95,58
390058,70,37
2698948,41.95,20
801971,52,12
1592764,86,18
617613,38.95,24
626437,37.95,30
622756,84,46
909384,48.72,47
606940,43.99,65
363546,122,43
60681,13.22,77
119071,51.6,9
873411,77.11,36
253974,84.95,51
298362,74.95,53
253977,165,32
248819,179,30
565075,34.95,37
203573,239,20
3134578,64.95,19
527764,187,30
103882,151,18
527763,329,27
700204,54.95,38
3569339,149,21
1590247,89.99,16
308111,66,23
2664446,325.99,19
900645,97.95,8
2608601,39.99,23
1638568,158,14
111033,317.25,122
110052,277.25,106
60650,47.23,104
528022,186.56,87
863473,59.95,13
237045,94.95,33
527761,39.95,125
624263,99.95,30
301159,54.95,42
527757,64.95,43
509507,64.95,16
277977,64.95,28
648926,99.95,17
647363,39.95,31
619865,36.95,17
2378152,99,16
3471915,125,29
895813,59.95,8
321512,150.6,34
868056,68,43
120828,91.8,21
118801,79,46
293896,107.95,27
868355,44.99,45
54300,115.95,141
54301,115.95,113
527751,75,64
314158,95,76
542294,25.95,19
527750,301.95,63
868369,114.99,18
908591,442.49,12
334685,199,27
139750,149,15
622270,150,17
626724,89.33,41
127426,45,24
270798,77.99,70
203845,71.95,121
60683,59.95,98
606749,77,45
616056,73.95,48
259278,154.95,37
192543,58.95,36
192462,89.95,48
147251,107,65
904781,195,18
789349,69.95,38
196653,83.95,54
293518,540.95,14
127019,170,19
194139,96,54
627496,260,18
907562,38.95,17
289961,66.95,12
105757,83.95,22
3559882,379,15
3508606,47.95,18
125832,99.95,38
2403535,49.95,40
2551195,64.95,17
789725,87.5,20
577317,69.95,20
2256824,53.42,40
2940452,36.95,16
57637,109.95,98
57968,85.95,76
54442,124.99,280
57638,86.95,89
204123,69.95,36
270799,76.95,58
743328,82.95,24
901402,52.95,15
2778808,249,9
3467487,295,10
3157235,9.99,20
132822,127.4,42
132821,98.4,52
904722,27.33,18
848989,28,16
917310,20,39
627448,70,43
199656,35,101
127179,35,73
630019,39.95,31
3605771,59.95,24
633685,26.99,17
162831,50,58
3783102,16.95,11
891734,21.49,14
884065,27.87,10
132660,146.6,68
183327,92.95,66
1588505,76,25
634193,43,30
628676,85,22
184102,126.95,18
178973,191.95,25
614233,105.95,30
178922,153.95,37
544755,134.95,103
533549,148.95,98
244066,162.95,65
773051,52.95,15
184104,191.95,41
170010,225.95,52
251189,203.95,51
309091,92.52,65
307839,103.25,25
309114,18.79,40
60687,26.98,41
366665,49.95,29
197392,50,37
127469,44.95,39
126319,37.95,37
724633,49.95,38
129425,70.95,65
3100297,49,11
109823,13.98,69
616733,111,45
110198,52.99,56
609886,147.75,85
204805,55,28
535604,133.95,67
110477,4,42
110427,33.93,70
3569794,99.99,14
585323,35,14
591360,233.95,20
909117,48,15
745489,67.95,13
744633,69.95,13
744634,67.95,20
592870,0,12
725395,65,13
607943,60,27
217723,44.95,30
607749,65.8,48
141668,5.19,73
142075,64.27,85
141883,21.51,98
877260,60.67,54
620735,243.95,49
179183,268.95,90
1827186,260.95,82
2043047,0,16
636386,120,22
1594553,78,46
630017,90,26
118976,81.2,29
616178,78.4,94
110077,270,48
170457,30.89,45
170428,63.9,64
61134,98.6,38
914998,97.19,24
117785,132.6,54
889350,20,13
404342,49.99,94
644697,69.99,18
919471,24.99,68
920491,34.99,61
1498344,34.99,15
1856648,74.99,22
1856647,44.99,18
619243,39.95,24
615180,45.95,35
636720,79.99,23
435143,81.95,85
3569437,210,20
1829171,68.14,4
194428,60,44
112747,106,17
2571172,75.42,17
905906,76,17
211345,118,37
2342571,0,38
206150,39.95,65
386493,99,64
545846,108,53
386429,89.95,42
2564364,93,23
619843,144,25
633257,210,53
287560,87.6,37
60688,97,40
276791,66.95,28
527677,79.95,39
628535,58.75,26
3250577,133.05,23
169864,216.95,58
177992,207.95,42
2617949,46.95,26
868067,19.2,34
261389,80,86
868145,59.33,47
210534,35,21
2248154,0,31
317186,51.99,103
613935,52.2,61
552945,52.2,28
117602,46.67,20
527672,51.99,42
154375,63.68,140
153972,57.99,144
53766,41.2,175
53764,41.2,210
54235,66.75,55
154305,43.98,41
153845,71.49,104
289425,95.53,53
153846,32.99,84
153892,82,42
54248,49.95,147
615792,69.5,85
868284,40,69
153869,23.99,104
57658,58.99,101
153858,61.95,128
153870,79.99,137
153984,37.5,123
154016,22.94,149
154017,17.94,155
54797,23.99,269
619964,76.5,98
613848,80.75,158
747899,9.97,46
615870,55.75,76
527668,45,97
613033,48,108
153332,0,14
610018,16.84,155
748175,59.65,36
563681,58.55,54
131727,33.99,33
896412,86.99,11
342961,80,14
545800,82,123
477647,134.95,17
366518,200.95,87
193959,86,174
445845,170,26
426253,225,24
126273,199.99,19
700157,82.95,30
607103,92.95,22
662209,231,16
536073,110.95,28
789362,62.95,25
908253,159.95,18
164653,39.98,37
742777,69.99,17
626295,73.95,42
2619456,106.95,24
176899,158.95,67
913464,97.95,24
176936,191.95,33
178868,344.95,48
176964,363.95,48
144937,153.33,25
152647,119,15
662262,46.5,24
2216257,80,12
159800,114,15
2618548,130.95,20
569580,407.95,44
166952,61.29,29
2337635,122.5,21
55811,63.98,41
55813,32.25,62
759710,120,13
2611049,120,14
715699,101.33,37
225760,124.95,19
912625,105,33
614936,127.95,47
50647,113.95,84
50648,107.95,83
617396,65,47
366521,103.95,58
527644,63.95,51
210914,53.95,53
200660,157.95,49
51160,122.95,56
51161,105.95,92
222351,79,20
55457,75.95,133
55456,61.95,80
609196,42.95,51
204164,53.99,85
626689,45.95,28
533368,46.95,72
56277,36.95,86
56276,31.95,93
609162,41.95,72
367154,58.99,44
609414,85,59
602573,42.5,138
270643,60.5,48
495594,99.95,74
2777745,0,10
2778556,79.95,21
897810,139,15
203951,69.99,66
203534,49.95,46
211029,52.95,158
615023,64.95,106
561657,58.95,156
537936,49.95,127
294830,49.95,129
210999,39.95,62
880386,50.01,35
536388,66.95,228
54847,63.95,508
54846,51.95,436
533286,64.95,76
57965,56.95,164
57964,42.95,66
271000,42.95,101
527634,44.96,122
534732,44.99,97
668461,91.95,23
200347,111.95,67
545619,95.95,119
200320,90.95,88
300453,84.99,150
203961,79.95,102
114141,25.95,50
527632,44.4,73
906833,0,62
210994,150.5,42
210977,97.95,121
899208,163.98,18
204049,108.99,231
222339,80,28
222340,85,22
910111,75,22
879890,12.42,38
51880,59.95,135
51879,47.95,66
200362,84.95,153
254520,109.95,224
147638,91.95,138
147438,82.95,96
147556,58.95,85
386742,175.95,91
910149,35,29
543642,35,37
874197,16.94,41
56951,43.95,132
533334,49.95,131
147095,49.95,41
147567,61.95,72
2142996,40,17
791735,48.95,40
118490,50.95,60
591317,99.95,28
200230,95.95,62
876735,0,58
54007,84.95,195
60689,69.95,113
527628,110.95,110
533538,103.99,122
527627,87.95,224
1682625,78.95,20
2748800,82.95,16
533537,36.99,59
2834387,62,22
294840,62.95,123
582914,69.95,73
527625,72.95,136
147191,55.95,108
54615,54.95,145
58568,66.95,179
609976,66.95,49
553566,382.4,68
553577,180.4,92
2443622,44.95,14
613974,164.33,76
534001,135.2,125
540682,163.4,131
270976,103.99,41
204185,85.95,53
210940,61.95,67
224733,264.95,96
169672,279.95,38
868416,82.95,27
56642,230.95,90
527624,64.95,153
56641,243.95,63
200069,97.95,35
614405,103.95,64
1517134,165.2,26
1517608,165.2,18
244447,279.95,130
1822513,43.62,27
619109,188,53
2388598,50.45,20
52252,263.95,197
203980,70.99,91
534091,59.95,42
200152,99.95,57
200535,169.95,42
877973,14.48,76
56364,63.99,176
56363,54.95,92
224762,243.95,55
178869,277.95,83
61199,293.95,76
53181,40.26,56
53182,98.87,53
615200,48.73,41
623792,197,121
698691,69.46,17
536533,164.8,23
533624,152.8,91
53033,132.4,81
224756,235.95,65
169230,253.95,45
200129,163.95,61
118725,123.2,48
52894,191.95,63
254117,211.95,140
177961,290.95,53
254121,274.95,64
169525,295.95,71
178865,279.95,89
850719,63.75,19
527618,59.99,32
107514,43.99,35
2903788,144.93,16
2361994,88,22
52696,89.95,174
52695,75.95,158
367099,137.99,15
177446,168.95,61
148656,276.95,75
169646,178.95,31
109507,12.97,21
522533,157.95,20
225947,179.95,19
910215,59.95,26
537994,74.99,119
109516,7.58,65
178634,208.95,38
251087,151.95,16
631026,7.83,27
119954,63,34
114585,98,25
886705,73.01,12
108162,103.17,19
166662,84.05,34
119033,151.2,50
120706,122,31
515208,86.25,44
121206,74.6,57
793868,57.95,14
120040,80.2,31
552529,61.33,60
1765206,110,14
152248,54.95,33
627961,144,19
2663131,169,16
159471,184.95,30
895958,70.95,14
2523784,99,18
204105,66.99,78
203789,54.95,73
527599,189,14
241521,14.95,29
628260,89.99,15
203763,98,33
57631,141.4,54
57633,156,103
245127,135.95,46
527596,152.95,64
607483,91,34
911444,83.95,22
641648,89,19
637447,40,23
203376,54.99,19
203437,52.99,31
210961,56.95,52
57422,109,79
203840,93.99,94
210836,39.95,50
615895,79,40
159527,59.95,32
255808,64.95,58
739606,64.2,33
133292,102.8,85
2697619,42.95,11
53963,337.95,63
53965,307.95,103
53964,242.95,80
1739907,39.99,18
703321,59.99,69
624739,59.99,24
203494,99,16
203670,89,19
564128,59.95,20
539923,55.95,106
127566,45.95,90
539924,79.95,87
127567,45.95,86
55857,111,21
118639,25.88,34
534629,79.95,84
254269,72.95,67
226065,73.95,55
651438,83.95,14
1867870,87.95,41
811999,87.95,27
2851478,107.95,20
664275,110.95,42
244448,118.95,24
635405,52.95,42
624015,39.95,32
631549,44.99,33
183479,295.95,50
2909765,39.95,21
744471,40.95,16
2698229,118,10
197907,79.21,14
2940496,47.95,19
127053,11.95,39
116957,94,35
120301,110.6,42
57961,115.67,220
1455678,208.93,18
2254029,20.44,52
166796,130,33
2250292,103.74,36
1749916,200.91,19
608094,54.95,35
535546,79.95,92
527555,59.95,49
178911,59.95,62
2680008,42.95,13
120418,153.33,34
620778,49.95,20
107425,12.63,35
913821,42.95,44
114842,49.95,34
535614,114.95,97
53779,121.95,145
53780,126.95,96
254192,126.95,112
544247,114.95,174
912076,85.95,24
125959,44.95,48
527543,102.95,19
520741,84.95,19
628375,99.95,28
3022379,39.95,27
2164084,69.99,12
133366,90,60
132604,76.2,49
60696,70.8,66
298315,76,81
527537,60,28
147661,104.95,15
169875,227.95,32
169295,218.95,47
534747,67.99,28
104767,103.93,25
2388640,31.1,21
2694296,0,48
3515932,146.95,12
1993565,44.95,15
2134198,49.99,19
625322,59.99,28
145181,69.99,40
110428,5.29,99
915176,8.99,25
164554,7.99,51
166676,32.81,55
163380,47.89,56
658390,87.95,24
616281,188.8,49
3484557,195,54
120549,160,54
126630,140,19
909354,22,22
891636,73.99,21
3128545,0,14
60697,133.2,33
431111,122,18
137492,116,22
51226,31.96,93
51227,99.1,112
52081,43.16,93
538543,286.5,76
110356,23.38,96
137550,141.6,39
50995,14.81,53
137548,76.16,30
50993,8.95,35
752477,77.46,16
891915,110.59,24
118713,0,81
50908,18.52,73
403070,75.41,70
50996,42.1,70
621333,89.5,38
527523,76,20
120614,186.67,63
342345,8.15,42
162866,33.89,41
50999,55.99,48
309004,18.02,28
50998,16.2,82
51033,280.8,111
893828,69.95,8
137521,180,25
203484,149,17
152751,98,21
3511870,239,12
804166,257.95,11
636820,261.99,25
651474,261.99,15
299254,40.94,40
3022420,94,19
3822843,88,10
2664492,99,20
644062,64.95,19
120868,104.6,38
116280,86.67,32
107297,0,15
703706,109.35,20
628526,139.95,11
484498,165.95,14
2338858,0,22
256781,117,17
2588076,142.15,33
3482431,80,13
912112,15.95,21
2559814,185,20
764552,181.95,19
2334996,127.45,24
750960,185,15
2351092,168.98,11
616234,65,45
607485,49.95,86
625970,95,17
261981,159.95,14
254088,156.95,44
251079,173.95,35
527507,63,25
107040,105,40
527504,69.99,33
181918,64.95,55
242976,59.95,29
193047,112,17
640707,79,28
667660,95,11
257615,62.95,31
666760,64.95,17
182836,78.76,30
57309,97.95,57
57456,164,19
114702,88,44
329985,140,32
900717,97.95,21
196541,96.95,22
113174,104,49
60698,22.75,62
2892853,115,13
54959,167.95,20
54960,282.95,51
54958,296.95,32
244399,272.95,50
183375,276.95,37
535853,73.99,131
53729,29.45,105
244123,196.95,79
527489,182.95,17
556024,139.95,25
592631,167.95,28
774279,0,18
51695,376.95,124
50009,223.8,221
167152,103.91,175
849323,145.56,57
109271,186.75,84
183356,318.95,59
878531,225.75,69
54612,51.29,118
51726,23.49,224
57534,153.33,173
153820,71.99,121
243726,150,54
50012,257.4,132
868177,143.95,24
2654473,113.56,35
52793,63.95,127
868490,106,12
51727,148,116
178727,260,34
50357,22.98,177
60699,294.95,76
244273,204.95,86
2254241,103.44,20
57956,43.98,60
57958,31.75,83
54613,100.47,115
169490,379.95,187
57539,248.6,111
153990,56.02,152
551566,106,44
848663,64,41
52795,30.49,141
169235,429.95,41
169696,391.95,48
60700,109.96,22
868342,77.95,23
60657,109.7,20
119175,166.2,25
902715,72.95,19
2562289,65,30
284845,145,18
178454,64.2,37
298256,64.95,39
248127,72,39
638560,61.95,21
649746,44.95,30
54093,316.95,95
247873,59.95,30
881520,39.95,18
258088,50,75
52303,412.95,83
52302,454.95,97
606688,125.95,21
137506,213.33,15
128899,79.95,66
53332,28.98,64
51908,26.8,95
57484,70.22,52
112052,81.41,92
110396,23.49,45
110713,332.5,47
116049,117.2,50
119515,133,20
527480,53.88,126
51616,347.95,69
53135,389.95,39
147917,200.95,52
2251610,0,16
148431,0,16
112090,18.44,77
178912,193.95,35
875516,166.95,13
108385,11.08,32
51589,33.96,75
60701,124.4,50
53331,24.39,71
57523,21.99,56
57524,255.75,69
51614,336.95,73
51588,8.24,109
50384,226.4,153
119496,265.6,118
57955,32.8,107
51615,382.95,80
53134,419.95,52
109728,0,17
132177,134.67,43
121174,171.8,28
131696,116.6,38
200475,143.95,53
2250835,116.57,54
200304,86.95,48
51590,12.97,61
116596,185.2,61
51909,60.22,64
200232,153.95,51
50371,327.95,69
50374,353.95,72
544418,347.95,86
874021,60,30
248195,86,47
247818,63.95,27
147920,140.95,19
170087,177.95,102
148285,124.95,22
288306,70,53
169844,187.95,71
141795,9.98,62
131821,84.2,42
607727,94.4,22
262634,57.95,37
177937,206.95,93
205560,36,69
248209,75,38
278276,40,19
446091,130,53
60702,189.33,81
116403,138.8,39
285175,24.74,33
550472,39.92,46
117621,77.4,40
114282,62.67,29
634537,51.95,27
109011,12.32,48
